d16vpa_	d2q13a1	311	266	4	200	9.66	212	7.31	28.35	365.52	311	99	0
d16vpa_	d6raha1	311	326	5	208	5.84	219	4.34	19.61	362.98	334	115	0
d16vpa_	d4a82a1	311	323	4	200	9.97	213	6.87	19.86	362.64	323	110	0
d16vpa_	d5c5bb1	311	269	5	200	8.56	213	5.10	27.11	357.68	306	93	0
d16vpa_	d5azsa_	311	430	5	208	9.01	226	6.42	27.37	352.84	378	152	0
d16vpa_	d4giea1	311	281	5	176	11.63	188	5.17	22.07	148.56	336	148	0
d16vpa_	d3eoka_	311	141	5	104	3.10	125	3.49	16.99	184.54	193	68	0
d16vpa_	d4qiva_	311	86	1	40	0.89	42	0.95	21.20	80.72	63	21	0
d16vpa_	d7buga1	311	141	2	40	3.07	63	3.95	10.70	40.86	159	96	0
d16vpa_	d1rypa_	311	243	5	144	7.27	125	3.47	20.45	177.09	285	160	0
d1a04a1	d3q9sa2	67	88	0	40	1.96	51	2.50	1.96	75.10	61	10	1
d1a04a1	d7e92a_	67	95	1	48	4.32	60	2.73	14.38	78.81	75	15	1
d1a04a1	d2hqra2	67	106	0	40	2.88	51	3.10	2.88	80.82	67	16	1
d1a04a1	d2m87a_	67	103	0	40	2.43	56	3.11	2.43	83.74	74	18	1
d1a04a1	d2ff4a1	67	95	0	48	3.35	59	2.88	3.35	87.82	80	21	1
d1a04a1	d2jpca_	67	61	0	56	2.02	55	1.71	2.02	145.67	55	0	1
d1a04a1	d2d1va_	67	103	0	40	1.49	60	2.79	1.49	99.81	81	21	1
d1a04a1	d2pmua_	67	98	0	40	1.54	60	3.15	1.54	97.81	78	18	1
d1a04a1	d1lq1a_	67	107	0	56	2.69	63	3.12	2.69	118.81	93	30	1
d1a04a1	d2hwva1	67	99	0	48	2.75	60	2.74	2.75	101.86	81	21	1
d1a04a1	d1rp3a2	67	71	0	48	1.08	53	2.95	1.08	142.63	54	1	0
d1a04a1	d1xsva_	67	104	0	48	1.01	49	1.15	1.01	142.08	50	1	0
d1a04a1	d1or7a1	67	68	0	48	1.09	50	1.16	1.09	133.79	53	3	0
d1a04a1	d1s7oa_	67	106	0	48	1.89	49	1.92	5.57	131.62	50	1	0
d1a04a1	d4dqqa2	67	408	1	56	1.54	65	1.94	9.46	130.00	124	59	0
d1a04a1	d4eb5c_	67	138	1	48	2.92	55	2.93	8.49	93.97	78	23	0
d1a04a1	d7bpkc_	67	127	0	8	0.63	8	0.63	0.63	23.40	8	0	0
d1a04a1	d3a4ua_	67	228	0	16	3.54	19	4.85	3.54	24.96	19	0	0
d1a04a1	d4tvma_	67	380	1	40	4.20	53	3.20	11.22	91.36	56	3	0
d1a04a1	d3h7fa1	67	411	1	40	1.86	45	2.50	10.90	76.35	56	11	0
d1a0pa1	d2vl8a_	91	539	2	80	2.78	81	1.83	12.34	168.41	95	14	0
d1a0pa1	d1xwma_	91	212	1	64	2.73	81	3.08	12.72	167.42	144	63	0
